t,obs,true
0.00042163897999603073,18.201462708051043,18.086007282024596
0.2851346243683872,18.199867152787355,18.08845656313439
0.37190191191688093,18.24906651657445,18.08921534691524
0.8510139865537281,18.190274975451793,18.093511408637944
1.7709338776546357,18.062010562605973,18.102283526605294
4.506246912782114,18.126364736583128,18.132877010132358
5.169819863877004,18.200733885843626,18.141428074463853
5.740337477765332,18.111931691795373,18.149166764195545
5.915872979552322,18.217554767638163,18.151622114004574
6.2380115528938695,18.294654507164115,18.156221369924715
7.783585190129189,18.083898096140537,18.180047617336466
12.110315309302468,18.052108151820995,18.264554237922574
13.327695120430239,18.43706485180159,18.293826257166604
14.035310109758,18.31422843244092,18.312097243200718
14.474400765296684,18.408961455121265,18.323921076347908
15.114890325422097,18.181982672341366,18.34185931486767
15.179330343414385,18.551669598893564,18.343710491636184
15.639628233986492,18.44582009784398,18.357185711107764
16.71851773831349,18.375427699279225,18.390556600122203
17.750164981882108,18.382682631253,18.42492119590961
18.59922077163177,18.468768916410276,18.455101410755645
18.732527619090334,18.439993308485242,18.460001069353083
18.84884101699738,18.430869738042396,18.464312553311657
19.32675175223984,18.34803628302476,18.48238828008783
19.906475566779214,18.65664611031463,18.505108977644102
20.33071036377483,18.517551808401787,18.522301130550133
21.025453801921866,18.56047309396109,18.551516817474337
22.018337244719742,18.60678605638016,18.5956361377481
22.776726660256045,18.348298200806283,18.631284281215308
26.60599523691729,18.90256106846441,18.839304093489492
28.76154227153139,18.939499482300686,18.978998073975728
31.496727853268627,19.147667208820703,19.182374624571786
32.37057377582695,19.262288723191077,19.2539141784821
32.94123587161473,19.185725795069985,19.302422867709396
33.197743802558804,19.425901074925626,19.324695377727103
35.140326805688694,19.41953044623481,19.50303420109165
41.417572067660196,20.09526802883723,20.203706995402776
43.33468254824204,20.3542926003088,20.457755352426684
46.20187635282035,20.89290310368608,20.87385278026929
46.2019608954023,20.9633592268024,20.873865689878905
47.38815717515858,20.987295047622855,21.058701435888405
48.33492320806039,21.030296536953642,21.211518938063477
48.75044099605382,21.40755818643977,21.280059303261336
50.74518978607822,21.493604102733922,21.621414134139126
54.509678674590305,22.462262873800874,22.318883229577285
57.05184434207096,22.81950448897308,22.826019994210334
58.17923147270083,22.975437296866147,23.059239284149037
59.24496207984874,23.2071506605424,23.283955454438686
59.670834348572235,23.43025787097196,23.374833930128858
59.95897486335516,23.54337844608228,23.436653830682662
60.147897562183815,23.453547992497416,23.47732841980716
60.49945169506574,23.66693994834955,23.553307822464955
62.463427705259335,24.234562094671887,23.98412470975197
62.99652819930488,24.077717639745057,24.10271464117626
63.00837919551508,23.967424398625234,24.105357995572902
66.22689164826208,24.70563493780472,24.832162979628375
66.54195204298178,24.737165125608577,24.904005368208715
67.33553469743175,25.00849113713352,25.085250991246383
68.78545334098096,25.329997855730635,25.416851364162458
70.46874279988151,25.64198645223542,25.800998851711373
71.13883918443935,26.016830679700156,25.953208569134535
71.50116015903987,25.721896855039592,26.035257535636372
72.69816251764543,26.146236136293325,26.304732012896498
73.01010176491314,26.6163133443451,26.374483127603035
73.2201798027177,26.545867741589078,26.42133145017347
74.44195177386051,26.75425837425448,26.691523372253293
75.09876543749532,26.88982917588293,26.83495808880829
76.49183075952189,27.346684814729706,27.134172353993648
76.91943666638603,27.288763933195767,27.224488376841524
77.1738454053562,27.287160605356966,27.2778513548897
77.30838602145522,27.15833672548938,27.30595594478353
77.85020056778093,27.409457827197773,27.418297845277245
80.02386404405497,27.76597830741718,27.854044387214955
80.921757919399,27.941476544082803,28.026217577071165
81.04595188818465,27.963929491535538,28.04963816353563
84.14999740433147,28.595210313686955,28.60056793745005
85.04785729198576,28.70685610147391,28.74642139984296
85.96876888531817,28.99363882070499,28.88910555939286
86.39585890063672,28.79366772417228,28.952809497201688
88.59842782732389,29.234783539181997,29.25511996279114
91.12337506835883,29.766989423052046,29.543849723479905
97.99761827854205,29.985612272975633,29.980944592512234
98.10014709539195,30.127209483534628,29.983375656960792
98.35613048578186,30.125331458639202,29.988907838974804
99.13324283866875,30.158991391106678,30.000993652666196
100.00512322504764,30.094681917392244,30.006107617049214
100.39206831251929,29.839860951812764,30.00551447556311
100.73221981843788,29.9714538485965,30.00354037329094
101.47844213047033,29.948814541709837,29.994454811606072
104.56222678209669,29.702391987247385,29.888254623767395
105.90654309199267,29.75233148567914,29.807997280220157
105.9193070766856,29.65712903690772,29.807138617123776
108.34618037857767,29.411835869148558,29.611702042670885
112.042566941612,29.22304251746969,29.197734966682315
113.19153940841326,29.03754818760968,29.04277914030316
113.58548766097849,28.904453814708894,28.986991603857916
114.04302906257018,28.806481108910532,28.920551472424076
115.7317479921071,28.595754178876664,28.66070699192537
115.79001949297373,28.604056707878794,28.651347552203656
116.03598707578521,28.562590530280055,28.611563764189967
116.46701285871059,28.534460464160638,28.540785393912053
116.71888293218458,28.446548129782794,28.49881301065811
117.94736489943031,28.334344712117925,28.287908074233382
118.84435304351065,28.19056472519728,28.127820217816588
120.28320182639447,27.904293024707247,27.86134866338948
121.04226327729369,27.636867638668335,27.716440060411443
121.64544594378123,27.52538898375672,27.59936972135857
122.7819152179661,27.42682563684459,27.374641944428078
123.6860484572936,27.168800959779833,27.192446093197024
123.82183108942999,27.15967418478639,27.16485238981894
124.37998187771575,26.751810248834296,27.05084967887164
124.64620335070742,26.67215553888743,26.996168016473778
125.35849497931798,26.88945435104915,26.8489965680009
125.58058238695946,26.842422483240494,26.802875444478403
126.62669368019958,26.751597723046967,26.584385898473737
127.04683191499603,26.582699487435796,26.49615991316829
129.1899372748784,26.070390906007738,26.043782249987572
129.4726322878632,25.98596711793983,25.984003623209187
129.75795629032677,25.752476797692864,25.923685649077992
130.25720575487043,25.924203829076912,25.818222722321003
134.83374118979404,24.79511510080947,24.867545422654217
135.36678617445233,24.820352706135168,24.760054571585165
137.0823459079016,24.44491262028642,24.42090762283385
137.4827917443959,24.376068058954885,24.343416416463842
138.60822968805573,24.23656649997999,24.12944547411476
139.04867123571663,23.988555659510464,24.047339592947907
140.48092628496616,23.740789073395952,23.787257295190297
140.9755437606002,23.597346131877483,23.700049508679715
143.78555162584385,23.18753610260854,23.23279434542272
147.92408752987282,22.843405381318057,22.643492495631907
148.64120304586726,22.51097069645465,22.554568936449094
148.8741556275845,22.66883655319778,22.52656259573455
148.9553151603054,22.616028909457942,22.516907537408883
149.7253039707076,22.515469062567284,22.427955247576566
151.3878276244015,22.348867534451326,22.252505718002666
152.09750234802954,22.062934735549472,22.18464792213711
152.45046700583922,22.197298509020563,22.15248478755431
152.45300267862467,22.34286701002315,22.15225755832498
152.8371358068402,22.034971087808685,22.118466600168404
153.2335887639205,22.07925965338386,22.08491250365439
155.42073336930912,21.841372132255547,21.92407123111493
155.51342348289307,21.956207104978215,21.91816572363265
156.042829321636,21.756433943612308,21.88585755943621
156.58262846111535,22.048566720361507,21.855405145051407
156.979350440687,21.78940517439123,21.834625349066364
157.17490707582596,21.639761344229804,21.824880732869833
157.1911230662513,22.038982359932618,21.824087450634906
159.75092392306402,21.843484484995987,21.72702173761988
162.4660875330884,21.74620016842198,21.683978790652695
162.66958872902188,21.74707451058599,21.683164005369072
163.40300773269558,21.64000788167359,21.68294364261112
164.28863118484617,21.661460573687847,21.688256045660513
165.84783457178952,21.798866300818876,21.71198399323932
167.88627870023865,21.87936687190643,21.769251876981247
170.199622744262,21.97925112277569,21.867337634398396
171.31016302457434,21.951274971191733,21.92576885291844
171.49386184426714,21.880125160064168,21.93609173123688
171.5075123359977,21.913815563133962,21.936866042635266
172.23479624542426,22.112686024421183,21.979534059039423
172.4095304155081,22.162979448855882,21.990189275061013
172.63398131648418,21.96314165932758,22.00409914613791
174.54184831047525,22.074539741079747,22.13181622138508
184.15670354018928,23.086285950180326,22.9365799897866
185.37911264070382,23.131667971103866,23.044830088327853
186.29368451409204,23.20851259954254,23.124841616739502
186.48677168428142,22.98410715651318,23.14158719606758
189.57902356847285,23.354629635881945,23.399480528857914
189.88051929124669,23.361512088810038,23.423311552314537
190.71416966225672,23.512645493418283,23.48769693433292
193.97408189457244,23.51198503665431,23.714178074222023
195.74519290100991,23.969622000408695,23.81701166343263
196.96990796612033,23.914497871816838,23.87848205637477
198.6914438592064,24.00256553127808,23.950385088220504
202.23442459227618,23.898092627371792,24.040189472597977
206.767843594703,24.028213436784753,24.031383881348933
208.43991370749643,24.15202446291537,23.991866428336543
209.06081161489647,23.783864957224495,23.972228429519564
209.77369906763047,23.983088784990667,23.94639661810536
210.1571663518385,24.014916671285324,23.931060081567598
210.54627523662313,23.8314413537357,23.914475006106162
210.90595274430052,23.99600288372444,23.89823393633221
212.10361583922548,23.79832114295436,23.83792942662206
212.11179520231053,23.985057028641503,23.837485042277716
213.78300605861045,23.800956084837406,23.737654671786387
214.1404890740768,23.740936214390686,23.71401230810328
214.58890513989726,23.924316117919627,23.683246200149938
216.16717953122833,23.665251314411417,23.565423739406526
216.53871699867634,23.692633801351,23.5355975163132
219.10000338691614,23.167068042518228,23.309810403185892
219.32362587452496,23.210925834359017,23.288518682485257
220.9959813956362,23.22235926337785,23.12197098302604
221.10993787858015,23.21884768414041,23.1101742605406
224.33963894174687,22.74840544386448,22.755094247463298
224.85664981732725,22.78853071579158,22.6949635316845
226.16937347959464,22.4119219375422,22.538924387079792
227.14757266252604,22.445546699419104,22.41988647233266
228.61476466497035,22.10005068299068,22.237724746783222
229.84071770862195,22.123773053978898,22.082904589925526
231.40243859216267,21.824982831837534,21.883323460694335
235.53864965327045,21.274185112263122,21.351104814260434
242.3231051471816,20.51941556453732,20.5126596809154
243.43492518473167,20.601850533472216,20.383755325828858
246.03290360518338,19.973686683970705,20.095098092105356
247.3595046900765,19.88288707534118,19.955097149278206
247.5422371998927,20.0643465828651,19.93622688537687
247.67124219857155,19.872138401584767,19.922966401984606
247.96265307703555,20.105512335118963,19.893200621853808
248.34528822697155,19.88122026765973,19.854516703198165
249.55090636106786,19.74652302445173,19.735647194753604
249.92675261838352,19.74236666901032,19.699540572346773
250.46164481831306,19.857885939581845,19.648944387999997
250.74158080074767,19.701480344739625,19.622836960600743
255.11271601648804,19.310918046897548,19.248912590948493
255.2081255911698,19.27168583272555,19.24146290114755
255.4405575792813,19.035951300006204,19.22344156000226
256.9274020027219,19.006180284544932,19.11241292792235
258.27257111676465,19.196245922393544,19.018244627869073
261.7116216587097,18.902482490611153,18.80385709078054
261.9273084568191,18.85236386822455,18.79163608480372
262.7635578789055,18.82202225126014,18.745574723930545
264.7520699698295,18.57902678355223,18.644257949805702
265.99206867138537,18.62725926889819,18.586703556777536
266.21401976255476,18.468745741311654,18.576841096953537
266.9913849975853,18.590287278076786,18.543323799513566
267.95642456135107,18.418185404257752,18.503881617542582
269.72743572152604,18.411811283425312,18.437469662924055
270.01425067077696,18.48182224551192,18.427412464132146
270.38059508754384,18.37562554084758,18.414840065252033
272.6818324837813,18.420291410623133,18.3425815798775
272.69186373382587,18.39701553308355,18.34229093993613
274.6833000434095,18.33162923542045,18.28849425897512
275.8157694379597,18.420114578580694,18.261185212639575
276.0479350063214,18.07899748089538,18.25586364207193
276.65596282502537,18.050803687319984,18.242357560779134
277.58895421837906,18.29675499650652,18.22280598147723
278.28005851365015,18.32209600422121,18.209200712819495
284.7992919198328,18.35351637213493,18.11211952080918
285.67796745125025,18.193412139084483,18.102661323205503
285.95829945960116,18.199420537282585,18.09979473748407
286.33974127489773,17.990037601780905,18.096007207961804
287.71516051451783,18.173693500510634,18.083378887214348
288.2778305134461,18.159511676903676,18.078651004334642
289.29940906988446,17.943966397624372,18.070670220323922
289.8379391978616,17.959201334752894,18.066759435838666
289.9660307283886,18.052534299974788,18.0658580443107
290.29703917102097,18.098169081099343,18.063578630956528
291.69700551597424,17.701321479588625,18.054695744226265
291.71030232520656,18.063053639877282,18.054616978654856
293.7224177230341,18.071506536520864,18.043803996988107
294.44044489503864,18.01921769280035,18.040438055972732
294.7407423358275,18.07111973132467,18.03910074355669
294.8171241706978,18.093475757522448,18.038767009730083
296.15269270858266,17.91193511889608,18.033331683361094
297.1421299378052,18.079701436695103,18.02975981647781
301.99771991036914,17.98660602538977,18.01676288935763
304.1194913912238,17.899418660191618,18.012924113646353
306.54691794189597,18.034628902329946,18.009532007068806
307.0137949748201,18.1874996146678,18.008982305897163
307.41978226696085,17.83331437169104,18.00852824169006
309.74459567017215,17.80793829829969,18.00631148819139
