x1,x2,y
58.199376876346776,17.763814642627406,119.32284895399205
71.52548405182644,15.537348790752992,152.73623968342045
29.736271020554888,25.194481258513463,56.43571021634567
18.61573236484801,7.559025087276733,61.850994027097094
34.28137013002357,10.735837058624103,93.78401947014062
91.4044676530498,48.98295660480502,150.53504600074376
59.40689298926329,34.16642654936125,109.45409139100595
39.94738506446299,18.04786160829418,77.13106490852232
51.75179906835959,10.389178292360429,104.88266666427559
32.10937837192544,42.41913624450234,54.13414373827751
92.65142694763226,44.366345059592916,167.88075266029227
91.7306814860661,22.508281136991048,170.6665673002758
28.419112941403473,44.978520423050206,49.56505872580361
52.7606574679093,16.006597958852907,113.66329683651225
32.96569117727752,3.664331394689946,82.83040419640021
63.056984541088205,40.08677689560822,108.40119569967754
80.87108203156897,49.49075361833057,129.32631252801514
94.36901320096058,45.90368107008945,135.45819503355006
31.2700988294867,12.669667499293935,83.79223112829484
16.302716892108766,10.49313687361903,58.922351733538775
63.627826456584174,13.854512029459615,132.88685180397567
47.24201007033524,11.986899199218016,110.1380562374167
62.30864022851262,45.22015519420718,102.22799888604811
17.442407015231893,18.765471930510447,56.97928153759383
37.362756685513546,12.116348029641005,92.52958048133155
93.28626400012548,37.42294925753827,164.50041566714225
58.710921587032104,6.86717427529524,135.28233989185446
85.33166347188305,39.09215846327061,152.07204765646387
21.486105829466908,21.18190746273278,66.38430778891362
96.0223739730308,27.9315545119433,182.114512365546
28.658652632119466,45.44614040171598,41.77773260038733
97.78600360998102,38.297534954873484,165.32416713906989
68.99453154511704,27.44426193067042,132.5213312798282
79.07717525154116,49.15586614221327,133.88753081318413
94.24426059720906,42.80232257833128,152.30482498584294
54.972965391366635,27.547450768912224,100.8546425206489
20.358233711155222,30.040810283024133,43.247565199964775
56.273897997216885,25.791263821613658,109.55939376709276
46.446841705353755,49.342573834696665,79.53812205567685
12.943034039771536,6.4755852792164115,56.298059937966684
26.84036066902278,9.697737212027674,67.05797531446137
33.163861062402596,32.78719647950304,66.78668910228349
17.96027510339933,46.38917619453651,10.844991069653986
35.12745739327055,25.760777956898234,78.94392780243133
12.861069830278657,26.754870170400697,19.562731728970093
39.301507638403166,24.734724022970976,67.0560731273061
90.33179489529023,46.153285381150624,145.48371685127623
10.480593816665348,9.018516318284231,38.0505926332173
66.51845122917281,32.91419106830751,123.88660326000715
56.72667486345329,13.152446638109582,110.2057445157224
62.35433410806243,36.92511285377243,120.14095777279769
84.20627919202046,7.70460523257066,168.55587882235216
60.55863304428684,15.583552024325154,114.87310739114076
24.83972115335655,41.466657760823,32.08677312091144
99.69627976058186,38.016648040874244,178.25910576225547
94.24291324658539,16.910383967504476,182.15748991489525
99.52934248478765,27.235104244251403,189.97757147826832
20.41771902779466,22.171179614933568,44.305923283703954
41.49254588212749,4.194970042849039,91.74228750506978
73.5520748280914,33.85020591840364,136.75171221071082
95.45905872496033,18.07800959902201,176.063597355676
95.84061320814087,37.20951601085729,162.8036514915159
75.36870758159333,49.61126356189854,124.21198625451852
14.091984055734631,11.482071136176685,33.342337668003864
