id,t,value,hm,res,grp
id001,5.299244385932163,95.12732109459702,58.04537474591119,0.07193932771212214,0
id001,11.553005623613972,151.73905944636962,55.11590801329082,0.07482674825414373,0
id001,20.447515095739085,218.41398873053078,53.35878288562363,0.05366459200580673,0
id001,23.167736870071806,230.3293898943653,49.955770380623306,0.0,0
id001,91.1386483503737,201.65324252301778,35.35823437795129,0.1083609743048172,0
id001,140.098778796593,105.33743206785802,27.91001599568157,0.27766115956084086,0
id001,143.11351350928723,96.82516000440194,29.48142376821365,0.4511653674770786,0
id002,16.41943106770774,185.03591598206035,56.6615497873735,0.07306428619465637,0
id002,28.39891816496703,251.30792810920104,46.91923386161623,0.0373915758613091,0
id002,38.51406073635455,257.92963110573817,42.55412024313721,0.1305958441004173,0
id002,80.76183452631737,223.13310550276742,37.11113216589031,0.3468659955350679,0
id002,125.91866567026716,137.8925857749121,34.47801201769124,0.3749115884749281,0
id002,167.21090604808944,80.88273922268942,20.677111971542306,0.47640087238387535,0
id003,5.798480260931055,98.32760838817886,54.78038400456814,0.06703040608371937,0
id003,25.826243141742605,235.90235405882805,54.701448769936015,0.040739033280418495,0
id003,34.699993939893076,264.89493762353175,52.86383851188154,0.09498588218029097,0
id003,92.00857834273987,201.31946957852347,42.914414800447545,0.40741922468707104,0
id003,164.77232659033473,68.42681370196814,29.856576174337164,0.45981765034399485,0
id004,62.6484596430881,360.1550408719961,42.654293847080396,0.08372800831336494,1
id004,79.89613081881676,327.41675236821374,46.297596388034904,0.395690910224587,1
id004,171.2786147378237,93.43729996168085,23.18167314095317,0.4912831373620103,1
id004,178.02731268997692,103.6570421068948,26.32082313802148,0.38787553389417506,1
id005,6.486021147710202,144.7534244929138,62.91120536998979,0.006143371456972795,1
id005,23.252195349102834,324.55920214903443,58.75234284542873,0.11700098037517737,1
id005,69.65713125383552,366.22624399411586,42.60388088454592,0.17029410267891976,1
id005,118.63210864538931,205.70517790416824,38.4500379845563,0.5321774796717097,1
id005,122.82416731931819,198.4825194086466,29.87863439900864,0.38365576840368293,1
id005,139.6212925586744,158.16202729519304,28.769356373133018,0.34413178790307686,1
id006,24.559670511727532,228.32486833887282,55.386179096584755,0.12199172527505306,0
id006,32.62485210639193,262.7203802719279,54.21657369793065,0.18440423770592818,0
id006,36.725907095209024,260.4481078788192,47.14150311120837,0.0566983395349147,0
id006,87.18750076317488,204.30846631351648,34.28017184426933,0.20840846636908736,0
id006,97.26493485367527,186.37807594846038,37.899376138013196,0.24979502463571707,0
id006,109.0776310469217,152.09614163924795,34.48787368548007,0.32285296671021274,0
id006,250.5415434500296,26.932438949096912,19.455259915690707,0.5147007416583229,0
id007,77.55443197379313,228.88810051851186,42.95246472211956,0.27115455492307544,0
id007,95.17218881230563,192.35729056843851,37.977509694850035,0.15164448627627736,0
id007,165.10934699697208,76.49513083363486,23.289248768897338,0.4333474281785029,0
id007,194.6648357598534,46.95472699951744,25.143582431718382,0.5428967171714512,0
id008,82.23111126983419,216.3879324724854,41.3249770042885,0.24087584325261907,0
id008,93.45885056298323,198.088297716004,32.28714613266449,0.33869630907716153,0
id008,176.321110497775,61.11803477227023,21.909920671288805,0.4286214327993277,0
id008,206.40560983689974,38.0952214477961,22.541520776775492,0.4514959907464718,0
id008,246.17401885135163,15.523131956430419,14.13909073834834,0.6647824154684563,0
id009,31.064975339245105,253.32361344086448,55.35690776108552,0.1357750086768187,0
id009,123.71281507770138,138.33151535037118,36.119433132208705,0.35079710824949945,0
id009,142.58589793183228,108.56585900264008,28.90551612004603,0.42883743826066156,0
id009,151.35130064789388,88.6981926043252,31.318198887590974,0.3557710914284782,0
id009,205.70221723637584,35.390172643175575,22.9133303679105,0.631685885832253,0
id009,290.4369179903713,16.275226466584073,11.98090514124359,0.6760495513722691,0
id010,64.59085887884531,361.38927387237015,37.54285504437891,0.07237813688764194,1
id010,72.69145584589562,340.11660688490804,45.01849492027754,0.3484664203585824,1
id010,191.76613195664197,76.35296983315685,27.367616528434247,0.45117790778522077,1
id010,216.8454109472993,40.2757288940459,20.889450450751102,0.5502693597949629,1
id011,12.94548564901925,174.72346931056774,54.572786906869084,0.09814477258045032,0
id011,97.89147244637947,191.32116408941434,39.630160798631636,0.3622137662770026,0
id011,108.90699742610082,161.63098096203396,37.76591423401551,0.4663883455626678,0
id011,120.9593935341749,146.4322246387667,30.2915438438339,0.38043719848636787,0
id011,233.1673724904437,34.67581557164912,20.175649237404436,0.4952478943031937,0
id011,236.4904553309104,34.94239676387761,13.392499572005407,0.5856577061239937,0
id011,243.8214185137079,22.702044797498747,12.954970970901154,0.653914291276717,0
id011,247.5704844213766,23.531928474811426,12.733188945557668,0.6100062264317652,0
id012,58.900442636899776,377.2819538072779,46.57409789258671,0.16138484801859868,1
id012,115.19288120573367,230.71767194522042,34.32431385895392,0.3423661340449221,1
id012,169.08003181030912,110.77305294797402,21.534454718763826,0.37410550202618775,1
id012,205.36450535343195,71.16544310212142,22.829823447751792,0.4730727609560628,1
id013,7.304682110239606,160.33220227400577,56.36414658241358,0.036246769795382154,1
id013,53.867429390685125,377.8594250579559,47.42300262928343,0.45424601448855645,1
id013,94.69909382638296,274.8259984419842,38.720146658932286,0.245837778296843,1
id013,101.24198611948788,264.36292798561783,28.919312876635555,0.1943482129330908,1
id013,155.26048509902873,134.04728594270173,27.452576276099943,0.5348311760183433,1
id013,172.65936831942437,97.77609262363966,26.004154977409975,0.6706436924425669,1
id014,1.3521442174510314,35.364457978760996,60.44141107835301,0.2155847456517985,1
id014,52.77229827980845,393.6784319718409,34.95611860736162,0.14994322279762543,1
id014,63.801433330367104,362.05307377437526,46.1012704612815,0.17771721651245043,1
id014,95.33314842197991,292.21471275488636,40.975943372355296,0.34346728693358014,1
id015,6.33024988537595,141.52959007397655,55.58647737368451,0.0,1
id015,68.35926378116541,362.8861202691815,44.89548451438156,0.18662598185810308,1
id015,140.7896683054986,166.8517443588848,31.429659981666134,0.4042847837687844,1
id015,149.7226675460552,127.10104567840554,27.449257519636753,0.43548350897987176,1
id015,175.12311751638964,108.00466018642851,32.35750854031795,0.5562608799054999,1
id015,234.2432322421215,32.1990742021652,9.80869739932686,0.5876030677841398,1
id015,259.12268283929694,26.244872147798475,20.274007198206164,0.5683477985326019,1
id016,29.0083863017756,245.71130657803042,53.16636581932958,0.09107824056185856,0
id016,34.877437850167276,263.2022143002467,52.40526819643126,0.06597729247271164,0
id016,36.11275622521984,256.8372822725873,57.062921185017004,0.1052852136878009,0
id016,114.73463565457357,158.88751955043222,35.380661323967274,0.2726821727291736,0
id017,76.55320972385616,230.61893618605254,38.950430115811805,0.2543850185791869,0
id017,85.76733029446994,219.46703630566773,40.49276424690246,0.28332756323510455,0
id017,107.24880355367532,169.40812150737375,32.095215526309154,0.3440159397948571,0
id017,127.64944302558233,128.77495931199334,28.446193304698074,0.3434719707869756,0
